[2026-04-30 19:38:15] ============================================================
[2026-04-30 19:38:15] Trial 64137 starting on cuda:0
[2026-04-30 19:38:15] Timestamp: 2026-04-30T19:38:15.167941
[2026-04-30 19:38:15] --- Config summary ---
  model_type        : cnn
  bottleneck_dim    : 240
  n_enc_layers      : 5
  n_dec_layers      : 3
  base_channels     : 45
  growth_factor     : 2.420701279177553
  use_batchnorm     : True
  mlp_input_size    : 64
  mlp_hidden_sizes  : [1024, 256]
  mlp_dropout       : 0.1
  use_hpf           : True
  hpf_sigma         : 1.0150899986921562
  lr                : 0.00022215300717804413
  batch_size        : 24
  decoder_upsample  : nearest
  max_epochs        : 300
  min_epochs        : 30
  patience          : 30
  seed              : 137
  deterministic     : False
  trial_num         : 64137
[2026-04-30 19:38:15] Loading train/val/selection splits...
[2026-04-30 19:39:08] Splits loaded in 53.6s: n_train=722, n_val=120, n_selection=405
[2026-04-30 19:39:13] --- Architecture summary ---
  channels per enc layer : [45, 109, 264, 638, 1545]
  final spatial size     : 2x2
  flat size before latent: 6180
  bottleneck_dim         : 240
  total parameters       : 97,666,600
[2026-04-30 19:39:22] Starting training: n_train=722, n_val=120, device=cuda:0
[2026-04-30 19:40:17] epoch    1/300 | train=0.002885 | val=0.002394 | best=0.002394@1 | patience=0/30 | time=52.51s *
[2026-04-30 19:40:22] epoch    2/300 | train=0.001683 | val=0.001908 | best=0.001908@2 | patience=0/30 | time=2.06s *
[2026-04-30 19:40:27] epoch    3/300 | train=0.001389 | val=0.001242 | best=0.001242@3 | patience=0/30 | time=2.05s *
[2026-04-30 19:40:31] epoch    4/300 | train=0.001284 | val=0.001117 | best=0.001117@4 | patience=0/30 | time=2.00s *
[2026-04-30 19:40:33] epoch    5/300 | train=0.001191 | val=0.001146 | best=0.001117@4 | patience=1/30 | time=2.06s
[2026-04-30 19:40:35] epoch    6/300 | train=0.001184 | val=0.001239 | best=0.001117@4 | patience=2/30 | time=2.05s
[2026-04-30 19:40:40] epoch    7/300 | train=0.001316 | val=0.001108 | best=0.001108@7 | patience=0/30 | time=2.04s *
[2026-04-30 19:40:45] epoch    8/300 | train=0.001170 | val=0.001106 | best=0.001106@8 | patience=0/30 | time=2.01s *
[2026-04-30 19:40:50] epoch    9/300 | train=0.001108 | val=0.001005 | best=0.001005@9 | patience=0/30 | time=2.52s *
[2026-04-30 19:40:52] epoch   10/300 | train=0.001080 | val=0.001015 | best=0.001005@9 | patience=1/30 | time=2.00s
[2026-04-30 19:40:56] epoch   11/300 | train=0.001044 | val=0.000959 | best=0.000959@11 | patience=0/30 | time=1.99s *
[2026-04-30 19:40:58] epoch   12/300 | train=0.001047 | val=0.001023 | best=0.000959@11 | patience=1/30 | time=2.00s
[2026-04-30 19:41:00] epoch   13/300 | train=0.001064 | val=0.001001 | best=0.000959@11 | patience=2/30 | time=1.99s
[2026-04-30 19:41:02] epoch   14/300 | train=0.001045 | val=0.000986 | best=0.000959@11 | patience=3/30 | time=2.00s
[2026-04-30 19:41:07] epoch   15/300 | train=0.001017 | val=0.000955 | best=0.000955@15 | patience=0/30 | time=2.00s *
[2026-04-30 19:41:12] epoch   16/300 | train=0.000983 | val=0.000931 | best=0.000931@16 | patience=0/30 | time=2.01s *
[2026-04-30 19:41:14] epoch   17/300 | train=0.000985 | val=0.000961 | best=0.000931@16 | patience=1/30 | time=2.00s
[2026-04-30 19:41:16] epoch   18/300 | train=0.000978 | val=0.000951 | best=0.000931@16 | patience=2/30 | time=2.01s
[2026-04-30 19:41:18] epoch   19/300 | train=0.000971 | val=0.000950 | best=0.000931@16 | patience=3/30 | time=1.99s
[2026-04-30 19:41:20] epoch   20/300 | train=0.000960 | val=0.000966 | best=0.000931@16 | patience=4/30 | time=1.99s
[2026-04-30 19:41:22] epoch   21/300 | train=0.001026 | val=0.000960 | best=0.000931@16 | patience=5/30 | time=1.99s
[2026-04-30 19:41:26] epoch   22/300 | train=0.000962 | val=0.000891 | best=0.000891@22 | patience=0/30 | time=2.00s *
[2026-04-30 19:41:28] epoch   23/300 | train=0.000925 | val=0.000896 | best=0.000891@22 | patience=1/30 | time=1.99s
