epoch,train_loss,val_loss,lr,epoch_time_sec,best_epoch,best_val_loss
1,0.005719885165568369,0.004530634731054306,9.115255698384935e-05,65.5378966331482,1,0.004530634731054306
2,0.003555675364845017,0.003043460939079523,9.115255698384935e-05,2.277202844619751,2,0.003043460939079523
3,0.0026207695343632284,0.002442029925684134,9.115255698384935e-05,2.2339417934417725,3,0.002442029925684134
4,0.0023073658180730082,0.0022176111117005346,9.115255698384935e-05,2.834390878677368,4,0.0022176111117005346
5,0.0021187302751925845,0.0020523781577746073,9.115255698384935e-05,2.2399051189422607,5,0.0020523781577746073
6,0.00197825732787973,0.0019369827428211768,9.115255698384935e-05,2.2332191467285156,6,0.0019369827428211768
7,0.0018693795447028822,0.0018416510506843527,9.115255698384935e-05,2.238917112350464,7,0.0018416510506843527
8,0.0017782535024730287,0.0017889778440197308,9.115255698384935e-05,2.4145662784576416,8,0.0017889778440197308
9,0.0016985141679933527,0.0016643465341379246,9.115255698384935e-05,2.232201099395752,9,0.0016643465341379246
10,0.0016300295153245784,0.001634182051445047,9.115255698384935e-05,2.2389791011810303,10,0.001634182051445047
11,0.0015903575761228221,0.0015854699226717154,9.115255698384935e-05,2.237971305847168,11,0.0015854699226717154
12,0.0015490715658947453,0.0015490583376958967,9.115255698384935e-05,2.23667049407959,12,0.0015490583376958967
13,0.0015199860548884337,0.0015177844868352016,9.115255698384935e-05,2.5073466300964355,13,0.0015177844868352016
14,0.0014941371316889976,0.0014892779445896545,9.115255698384935e-05,2.2333803176879883,14,0.0014892779445896545
15,0.0014681893128674693,0.0014735115536799034,9.115255698384935e-05,3.3045506477355957,15,0.0014735115536799034
16,0.0014570935376483813,0.0014469487282137076,9.115255698384935e-05,2.2607204914093018,16,0.0014469487282137076
17,0.0014327895647647515,0.0014547157722214858,9.115255698384935e-05,2.2725069522857666,16,0.0014469487282137076
18,0.0014229339097273069,0.0014266014409561952,9.115255698384935e-05,2.2539618015289307,18,0.0014266014409561952
19,0.001403627080657104,0.0014082714216783643,9.115255698384935e-05,2.2593026161193848,19,0.0014082714216783643
20,0.0013932704414728605,0.001423878145093719,9.115255698384935e-05,2.8484723567962646,19,0.0014082714216783643
21,0.0013867972194219725,0.0013822617242112757,9.115255698384935e-05,2.2459492683410645,21,0.0013822617242112757
22,0.0013710274567461246,0.0013689701755841574,9.115255698384935e-05,2.2502901554107666,22,0.0013689701755841574
23,0.0013636118758836157,0.0013766393220673004,9.115255698384935e-05,2.2518367767333984,22,0.0013689701755841574
24,0.001356865213268083,0.001365401727768282,9.115255698384935e-05,2.3859894275665283,24,0.001365401727768282
25,0.0013479632789841814,0.0013521670596674084,9.115255698384935e-05,2.241361379623413,25,0.0013521670596674084
26,0.0013373884271799363,0.0013605242827907204,9.115255698384935e-05,2.469329833984375,25,0.0013521670596674084
27,0.0013328047805927549,0.0013424705946817994,9.115255698384935e-05,2.24881911277771,27,0.0013424705946817994
28,0.0013255881812485385,0.0013379043744256099,9.115255698384935e-05,4.98403000831604,28,0.0013379043744256099
29,0.0013207412064281858,0.0013308367148662608,9.115255698384935e-05,3.248670816421509,29,0.0013308367148662608
30,0.001314078233852322,0.0013198494911193849,9.115255698384935e-05,2.2627875804901123,30,0.0013198494911193849
31,0.0013073392343317827,0.0013172220050667724,9.115255698384935e-05,2.3002471923828125,31,0.0013172220050667724
32,0.0013011975279671251,0.0013119489264984926,9.115255698384935e-05,2.2785775661468506,32,0.0013119489264984926
33,0.0012941578221881448,0.0012985324487090112,9.115255698384935e-05,2.8772971630096436,33,0.0012985324487090112
34,0.0012872474335154668,0.0013037946463252106,9.115255698384935e-05,2.274506092071533,33,0.0012985324487090112
35,0.001284540898535514,0.0012922629481181501,9.115255698384935e-05,2.2564215660095215,35,0.0012922629481181501
36,0.0012770229489400653,0.0012867506826296448,9.115255698384935e-05,2.235883951187134,36,0.0012867506826296448
37,0.001273052956537444,0.0012847050248334805,9.115255698384935e-05,2.234602212905884,37,0.0012847050248334805
38,0.0012659742293745237,0.0012941132299602032,9.115255698384935e-05,2.4033737182617188,37,0.0012847050248334805
39,0.0012639842271531347,0.0012732198694720865,9.115255698384935e-05,2.2579166889190674,39,0.0012732198694720865
40,0.0012559423421785608,0.0012664647928128639,9.115255698384935e-05,2.2286863327026367,40,0.0012664647928128639
41,0.001249928587539395,0.0012666135638331373,9.115255698384935e-05,2.2303566932678223,40,0.0012664647928128639
42,0.0012486675125998226,0.0012682993275423846,9.115255698384935e-05,5.237341642379761,40,0.0012664647928128639
43,0.0012445419638513115,0.001259685750119388,9.115255698384935e-05,3.086148500442505,43,0.001259685750119388
44,0.0012359461015724988,0.0012503084105749925,9.115255698384935e-05,2.259145975112915,44,0.0012503084105749925
45,0.0012325949733431897,0.001264832898353537,9.115255698384935e-05,2.2741100788116455,44,0.0012503084105749925
46,0.0012323878708081397,0.0012508836574852467,9.115255698384935e-05,2.2619712352752686,44,0.0012503084105749925
47,0.0012234339230613902,0.0012443497776985168,9.115255698384935e-05,2.8429219722747803,47,0.0012443497776985168
48,0.0012214368743269893,0.0012351239177708824,9.115255698384935e-05,2.2382113933563232,48,0.0012351239177708824
49,0.0012146569940021618,0.001234291804333528,9.115255698384935e-05,2.240328073501587,48,0.0012351239177708824
50,0.0012143932433200386,0.001225987495854497,9.115255698384935e-05,2.2361221313476562,50,0.001225987495854497
51,0.0012073174591106556,0.0012255303794518114,9.115255698384935e-05,2.4116711616516113,50,0.001225987495854497
52,0.001202286213024976,0.0012192212200413147,9.115255698384935e-05,2.240661859512329,52,0.0012192212200413147
53,0.0011989915984685318,0.0012148970815663537,9.115255698384935e-05,2.2379093170166016,53,0.0012148970815663537
54,0.0011963666445082904,0.0012136679763595263,9.115255698384935e-05,2.4017279148101807,54,0.0012136679763595263
55,0.0011909291476470487,0.0012088320994128783,9.115255698384935e-05,2.2368953227996826,55,0.0012088320994128783
56,0.001188436753653155,0.0012035006191581487,9.115255698384935e-05,2.2279703617095947,56,0.0012035006191581487
57,0.0011829352944733322,0.0012049155697847406,9.115255698384935e-05,2.1722824573516846,56,0.0012035006191581487
58,0.0011795853113709147,0.0011996175395324825,9.115255698384935e-05,2.8404541015625,58,0.0011996175395324825
59,0.0011761007421595816,0.0011990126843253771,9.115255698384935e-05,2.166964292526245,58,0.0011996175395324825
60,0.0011724946418018634,0.0011949354782700538,9.115255698384935e-05,2.174901247024536,60,0.0011949354782700538
61,0.0011712375090204674,0.0011866603279486298,9.115255698384935e-05,2.159242868423462,61,0.0011866603279486298
62,0.0011660927884703776,0.0011810543946921825,9.115255698384935e-05,2.152656078338623,62,0.0011810543946921825
63,0.0011620476530410783,0.0011846825635681549,9.115255698384935e-05,2.715210437774658,62,0.0011810543946921825
64,0.001158337244232523,0.0011897712169835965,9.115255698384935e-05,2.1560983657836914,62,0.0011810543946921825
65,0.0011580676611750245,0.0011731124560659131,9.115255698384935e-05,2.154987335205078,65,0.0011731124560659131
66,0.0011526485685764752,0.00117403749221315,9.115255698384935e-05,2.1503708362579346,65,0.0011731124560659131
67,0.0011474996794871677,0.0011679709035282333,9.115255698384935e-05,2.151901960372925,67,0.0011679709035282333
68,0.001143894075748828,0.0011690598679706455,9.115255698384935e-05,2.258373737335205,67,0.0011679709035282333
69,0.0011423350027388276,0.001169176942979296,9.115255698384935e-05,2.156996488571167,67,0.0011679709035282333
70,0.0011384612361454195,0.001161522325128317,9.115255698384935e-05,2.178844451904297,70,0.001161522325128317
71,0.0011345371861949851,0.001157057782014211,9.115255698384935e-05,2.1503100395202637,71,0.001157057782014211
72,0.0011313189823345547,0.0011769194854423404,9.115255698384935e-05,5.243900299072266,71,0.001157057782014211
73,0.0011311952854117116,0.001152727985754609,9.115255698384935e-05,2.2770626544952393,73,0.001152727985754609
74,0.0011270389477128983,0.0011537904075036446,9.115255698384935e-05,2.1808395385742188,73,0.001152727985754609
75,0.0011223461611165441,0.001154252584092319,9.115255698384935e-05,2.169698476791382,73,0.001152727985754609
76,0.0011210388589748426,0.0011485839340214929,9.115255698384935e-05,2.173957586288452,76,0.0011485839340214929
77,0.0011177943033292641,0.001153032489431401,9.115255698384935e-05,2.1761536598205566,76,0.0011485839340214929
78,0.001115285511866439,0.0011523518400887649,9.115255698384935e-05,2.160688877105713,76,0.0011485839340214929
79,0.001115082952108781,0.0011388399172574282,9.115255698384935e-05,2.725409746170044,79,0.0011388399172574282
80,0.0011080037589620932,0.001139082433655858,9.115255698384935e-05,2.1616063117980957,79,0.0011388399172574282
81,0.0011062072357807793,0.0011371743166819215,9.115255698384935e-05,2.1608102321624756,81,0.0011371743166819215
82,0.0011058117100489107,0.001140710509692629,9.115255698384935e-05,2.154862642288208,81,0.0011371743166819215
83,0.0011001736408749652,0.0011563498759642244,9.115255698384935e-05,2.15468168258667,81,0.0011371743166819215
84,0.00110299666115493,0.0011302483966574074,9.115255698384935e-05,2.4131457805633545,84,0.0011302483966574074
85,0.0010979478079774043,0.0011291213799268008,9.115255698384935e-05,2.2271969318389893,85,0.0011291213799268008
86,0.0010919446303635587,0.0011216852658738692,9.115255698384935e-05,2.438854217529297,86,0.0011216852658738692
87,0.00108839271827459,0.0011449313179279367,9.115255698384935e-05,2.1599159240722656,86,0.0011216852658738692
